place_id,cre_id,x,location/x,y,location/y,name
4700,PL/5646/EXP/ES/2015,-100.8002,-100.8002,19.89034,19.89034,ELIAS ALFARO BARRERA
4701,PL/5965/EXP/ES/2015,-97.39622,-97.39622,19.40764,19.40764,GASOLINERA LAGUNA DE ALCHICHICA S.A. DE C.V.
4702,PL/5977/EXP/ES/2015,-92.71597,-92.71597,15.87954,15.87954,gasolinas y lubricantes de la sierra s.a de c.v.
4703,PL/5963/EXP/ES/2015,-105.2724,-105.2724,21.77196,21.77196,SERVICIO GASOLINERO DE LA COSTA S.A. DE C.V.
4704,PL/6125/EXP/ES/2015,-106.4529,-106.4529,31.60767,31.60767,SUPER SERVICIO CUATRO CAMINOS SA DE CV
4705,PL/5400/EXP/ES/2015,-99.23764,-99.23764,19.49989,19.49989,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V."
4706,PL/5339/EXP/ES/2015,-99.52999,-99.52999,17.65141,17.65141,TRINIDAD ADAME ADAME
4707,PL/5368/EXP/ES/2015,-102.6247,-102.6247,22.82659,22.82659,PARADOR HACIENDA NUEVA SA DE CV
4708,PL/5972/EXP/ES/2015,-92.83539,-92.83539,16.08684,16.08684,gasolinera cuxtepeques s.a. de c.v.
4709,PL/5222/EXP/ES/2015,-102.537,-102.537,19.10746,19.10746,ALMARAIL S.A. DE C.V.
4710,PL/5268/EXP/ES/2015,-99.62499,-99.62499,19.32208,19.32208,Servicio Lopez Portillo S.A. de C.V.
4711,PL/5883/EXP/ES/2015,-99.15264,-99.15264,19.39042,19.39042,FRANCISCO PADILLA ORTIZ
4712,PL/5961/EXP/ES/2015,-103.4189,-103.4189,20.28456,20.28456,AUTOSERVICIOS UNIDOS JOCOTEPEC SA DE CV
4713,PL/5144/EXP/ES/2015,-106.4816,-106.4816,31.73673,31.73673,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4714,PL/5402/EXP/ES/2015,-101.018,-101.018,22.12657,22.12657,"COMVALE DE MEXICO, S.A. DE C.V."
4715,PL/5302/EXP/ES/2015,-116.6016,-116.6016,31.83751,31.83751,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.
4716,PL/5501/EXP/ES/2015,-99.42223,-99.42223,18.48256,18.48256,EST. DE SERVICIO LOS PINITOS DE GUERRERO SA DE CV
4717,PL/6017/EXP/ES/2015,-92.10091,-92.10091,16.89422,16.89422,RITA MARIA EUGENIA ROBLES RAMIREZ
4718,PL/5940/EXP/ES/2015,-105.6452,-105.6452,26.92208,26.92208,GASOLINERA JV S.A. DE C.V.
4719,PL/5396/EXP/ES/2015,-102.1239,-102.1239,21.20643,21.20643,ANTONIO MUÑOZ GARCIA
4720,PL/5882/EXP/ES/2015,-117.0008,-117.0008,32.44711,32.44711,"LUIS ALVAREZ E HIJOS, S.A. DE C.V."
4721,PL/5561/EXP/ES/2015,-97.03356,-97.03356,20.08023,20.08023,EFRAIN MARTINEZ COSSIO
4722,PL/5844/EXP/ES/2015,-110.8182,-110.8182,27.95822,27.95822,COMBUSTIBLES Y LUBRICANTES REFORMA S.A DE C.V.
4723,PL/6040/EXP/ES/2015,-100.4198,-100.4198,20.87431,20.87431,GRUPO GASOLINERO ROJAS SA DE CV
4724,PL/5986/EXP/ES/2015,-97.50318,-97.50318,18.51911,18.51911,AGUSTIN CASTILLO RODRIGUEZ
4725,PL/5089/EXP/ES/2015,-98.3911,-98.3911,20.0973,20.0973,"Hidrocarburos San Nicolas, S.A. de C.V."
4726,PL/5982/EXP/ES/2015,-107.4132,-107.4132,24.83376,24.83376,MARISSA DEL CARMEN HERAS LOPEZ
4727,PL/5734/EXP/ES/2015,-98.4315,-98.4315,19.26931,19.26931,"Gasolineras Rahel, S.A. de C.V."
4728,PL/5661/EXP/ES/2015,-100.4545,-100.4545,25.67477,25.67477,"COMERCIALIZADORA CMBA, S.A.P.I. DE C.V."
4729,PL/5938/EXP/ES/2015,-105.7128,-105.7128,26.94023,26.94023,GASOLINERA JV S.A. DE C.V.
4730,PL/5720/EXP/ES/2015,-96.9162,-96.9162,18.87498,18.87498,"COMBUSTIBLES REAL, S.A. DE C.V."
4731,PL/5308/EXP/ES/2015,-96.91208,-96.91208,18.853,18.853,"AUTOSERVICIO AMATLAN, S DE RL DE CV"
4732,PL/5292/EXP/ES/2015,-100.2981,-100.2981,25.67644,25.67644,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
4733,PL/5128/EXP/ES/2015,-106.4101,-106.4101,31.64991,31.64991,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4734,PL/5071/EXP/ES/2015,-99.53296,-99.53296,27.45335,27.45335,COPAA ADMINISTRACION SA DE CV
4735,PL/5703/EXP/ES/2015,-110.8541,-110.8541,30.78194,30.78194,Garage Imuris SA de CV
4736,PL/5159/EXP/ES/2015,-106.3275,-106.3275,31.62411,31.62411,SERVICIO TLAXCALA SA DE CV
4737,PL/5504/EXP/ES/2015,-107.6513,-107.6513,24.81306,24.81306,"AAS LA PALMA, SA DE CV"
4738,PL/5855/EXP/ES/2015,-103.3219,-103.3219,20.59241,20.59241,SERVICIO LAS CONCHITAS S.A. DE C.V.
4739,PL/6173/EXP/ES/2015,-89.30053,-89.30053,20.21238,20.21238,"SAN ANTONIO TEKAX, SA DE CV (ES11113)"
4740,PL/5754/EXP/ES/2015,-112.167,-112.167,30.70609,30.70609,EZEQUIEL RIVERA VALENCIA
4741,PL/5320/EXP/ES/2015,-116.8437,-116.8437,32.50762,32.50762,"AUTOSERVICIO BIENESTAR, S.A. DE C.V."
4742,PL/5935/EXP/ES/2015,-105.6223,-105.6223,26.93425,26.93425,GASOLINERA JV S.A. DE C.V.
4743,PL/5893/EXP/ES/2015,-100.2741,-100.2741,25.64892,25.64892,GASOLINERIA DAFER SA DE CV
4744,PL/5956/EXP/ES/2015,-97.03168,-97.03168,19.61161,19.61161,Servicio La Joya de Acajete Veracruz SA de CV
4745,PL/6088/EXP/ES/2015,-105.4612,-105.4612,28.19137,28.19137,DESERT GAS SA DE CV
4746,PL/5433/EXP/ES/2015,-92.11902,-92.11902,16.25546,16.25546,Servicio Morales Morales S. A. de C. V.
4747,PL/6143/EXP/ES/2015,-99.59137,-99.59137,18.95663,18.95663,Servicio Cupula SA de CV
4748,PL/5204/EXP/ES/2015,-106.5146,-106.5146,31.74272,31.74272,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4749,PL/5967/EXP/ES/2015,-98.21783,-98.21783,19.03945,19.03945,SINERGIA DE ENERGETICOS S.A. DE C.V.
4750,PL/5524/EXP/ES/2015,-109.9281,-109.9281,27.55085,27.55085,"IRVILU, S.A DE C.V"
4751,PL/5546/EXP/ES/2015,-102.2074,-102.2074,17.97219,17.97219,GASOLINERA ENTRONQUE LAS PALMAS S.A. DE C.V.
4752,PL/5713/EXP/ES/2015,-101.6468,-101.6468,20.60618,20.60618,COMBUSTIBLES TUPATARO SA DE CV
4753,PL/5294/EXP/ES/2015,-100.2126,-100.2126,25.6902,25.6902,HIDROCARBUROS LAS QUINTAS SA DE CV
4754,PL/5262/EXP/ES/2015,-96.932,-96.932,19.55894,19.55894,"MULTISERVICIOS SOMARVE, S.A. DE C.V."
4755,PL/5781/EXP/ES/2015,-107.4829,-107.4829,28.54732,28.54732,COMBUSTIBLES Y LUBRICANTES LOS CACHORROS SA DE CV
4756,PL/5473/EXP/ES/2015,-92.27001,-92.27001,14.90094,14.90094,FECAM SA DE CV
4757,PL/5853/EXP/ES/2015,-98.27758,-98.27758,18.99586,18.99586,MACLOVIO EFREN HERNANDEZ HERNANDEZ
4758,PL/5369/EXP/ES/2015,-99.67649,-99.67649,19.2886,19.2886,SERVICIO JUSTO GARCIA FLORES S DE R L DE C V
4759,PL/5123/EXP/ES/2015,-106.4172,-106.4172,31.68786,31.68786,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4760,PL/5912/EXP/ES/2015,-103.594,-103.594,20.41183,20.41183,COMBUSTIBLES EBANO S.A. DE C.V
4761,PL/5349/EXP/ES/2015,-97.67054,-97.67054,17.28141,17.28141,ESTACIÓN DE SERVICIO SAN RODRIGO SA DE CV
4762,PL/5613/EXP/ES/2015,-109.6475,-109.6475,26.81828,26.81828,SERVICIO BACOBAMPO S.A. DE C.V.
4763,PL/5827/EXP/ES/2015,-93.38821,-93.38821,15.79006,15.79006,Operadora cinco hermanos S.A. de C.V.
4764,PL/6120/EXP/ES/2015,-102.3278,-102.3278,21.25101,21.25101,"GASOLINERA EL PAISA, S.A. DE C.V."
4765,PL/5200/EXP/ES/2015,-106.9672,-106.9672,24.96349,24.96349,"GASOLINERA TAMAZULA, S.A. DE C.V."
4766,PL/5209/EXP/ES/2015,-92.26208,-92.26208,14.89888,14.89888,GASOLINERA PERIFERICO SA DE CV
4767,PL/6119/EXP/ES/2015,-89.66063,-89.66063,21.02257,21.02257,"SERVICIOS SAN NICOLAS, SA DE CV (ES10507)"
4768,PL/5063/EXP/ES/2015,-104.2646,-104.2646,19.96086,19.96086,UNION CASMO S DE RL DE CV
4769,PL/6000/EXP/ES/2015,-96.19777,-96.19777,18.91661,18.91661,"CADENA COMERCIAL VERACRUZANA, S.A. DE C.V."
4770,PL/5725/EXP/ES/2015,-97.81304,-97.81304,22.28897,22.28897,ESTACION Y SERVICIOS DEL CORREDOR URBANO SA DE CV
4771,PL/5668/EXP/ES/2015,-105.6852,-105.6852,26.94006,26.94006,JOSE LUIS MARTINEZ ESTRADA
4772,PL/5259/EXP/ES/2015,-116.9308,-116.9308,32.48259,32.48259,"AUTOSERVICIO BENITEZ, SA DE CV"
4773,PL/5784/EXP/ES/2015,-110.9516,-110.9516,29.11785,29.11785,AUTO SERVICIO BACHOCO SA DE CV
4774,PL/5281/EXP/ES/2015,-99.63737,-99.63737,19.27704,19.27704,REYDA SERVICIOS S.A. DE C.V.
4775,PL/5516/EXP/ES/2015,-100.4147,-100.4147,20.56865,20.56865,ESTACIONES DE SERVICIO S.A. DE C.V.
4776,PL/5820/EXP/ES/2015,-103.7328,-103.7328,20.83454,20.83454,COMBUSTIBLES MODI SA DE CV
4777,PL/5354/EXP/ES/2015,-102.3021,-102.3021,19.96368,19.96368,SUPER SERVICIO MARAVILLAS SA DE CV
4778,PL/6086/EXP/ES/2015,-102.0194,-102.0194,20.35202,20.35202,"SUPER SERVICIO GARBRI, S.A. DE C.V."
4779,PL/5660/EXP/ES/2015,-103.3726,-103.3726,20.58118,20.58118,FLECHA GRANA SA DE CV
4780,PL/5434/EXP/ES/2015,-115.4314,-115.4314,32.63935,32.63935,OPERADORA SAGUARO BAJA S.A DE C.V
4781,PL/6096/EXP/ES/2015,-108.3742,-108.3742,25.49366,25.49366,MARIA CELIDA URIAS BELTRAN
4782,PL/5327/EXP/ES/2015,-100.9467,-100.9467,22.21447,22.21447,Super Gas Milpillas S.A DE C.V.
4783,PL/5650/EXP/ES/2015,-97.45456,-97.45456,20.54098,20.54098,EFRAIN MARTINEZ COSSIO
4784,PL/5488/EXP/ES/2015,-99.0502,-99.0502,19.39237,19.39237,"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V."
4785,PL/5686/EXP/ES/2015,-104.3108,-104.3108,19.05317,19.05317,GASOS MANZANILLO S.A. DE C.V.
4786,PL/5586/EXP/ES/2015,-90.72179,-90.72179,18.60496,18.60496,"Hidrocarburos Campeche, S.A de C.V."
4787,PL/6134/EXP/ES/2015,-97.38452,-97.38452,18.46282,18.46282,FRANCISCO IGNACIO BECERRIL ZAVALA
4788,PL/5562/EXP/ES/2015,-111.6725,-111.6725,25.03931,25.03931,"COMBUSTIBLES Y LUBRICANTES GASA,S.A. DE C.V."
4789,PL/5113/EXP/ES/2015,-102.0512,-102.0512,19.95641,19.95641,"GASOLINERA TLAZAZALCA, S.A. DE C.V."
4790,PL/5709/EXP/ES/2015,-100.1456,-100.1456,25.72884,25.72884,REFINADOS HUINALA SA DE CV
4791,PL/5672/EXP/ES/2015,-98.44346,-98.44346,19.28831,19.28831,JOSE SANCHEZ ROMERO
4792,PL/5835/EXP/ES/2015,-97.26088,-97.26088,18.81267,18.81267,"GASOLINERIA MALTRATA, S. A. DE C. V."
4793,PL/5619/EXP/ES/2015,-100.9978,-100.9978,25.44869,25.44869,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V."
4794,PL/5104/EXP/ES/2015,-106.3899,-106.3899,23.23272,23.23272,GASOLINERA Y SERVICIOS MAZATLAN S.A. DE C.V.
4795,PL/5942/EXP/ES/2015,-89.69794,-89.69794,20.9429,20.9429,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)"
4796,PL/5920/EXP/ES/2015,-109.9394,-109.9394,27.60499,27.60499,GASOLINERA RIO YAQUI SA DE CV
4797,PL/5958/EXP/ES/2015,-89.2811,-89.2811,21.11376,21.11376,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)"
4798,PL/5623/EXP/ES/2015,-98.19273,-98.19273,19.02916,19.02916,"GRUPO EMPRENDEDOR GASOLINERO, SA DE CV"
4799,PL/6081/EXP/ES/2015,-116.9934,-116.9934,32.51192,32.51192,"ESTACION PIRU, S.A. DE C.V."
4800,PL/5630/EXP/ES/2015,-104.027,-104.027,25.26413,25.26413,CUATRO PEÑASCOS SA DE CV
4801,PL/5979/EXP/ES/2015,-99.5783,-99.5783,19.1057,19.1057,"CORPORATIVO AP, S.A. DE C.V."
4802,PL/5198/EXP/ES/2015,-97.88351,-97.88351,18.82827,18.82827,"ULTRA SERVICIO DOS MIL, S.A. DE C.V."
4803,PL/5378/EXP/ES/2015,-105.4717,-105.4717,28.172,28.172,ESTACION DE SERVICIOS PIONEROS SA DE CV
4804,PL/6184/EXP/ES/2015,-92.97305,-92.97305,17.9769,17.9769,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V."
4805,PL/5359/EXP/ES/2015,-97.69082,-97.69082,17.24658,17.24658,GASOLINERA SAN BERNABE SA DE CV
4806,PL/5520/EXP/ES/2015,-101.1801,-101.1801,20.59887,20.59887,ESTACIONES DE SERVICIO S.A. DE C.V.
4807,PL/5143/EXP/ES/2015,-106.3658,-106.3658,31.62092,31.62092,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4808,PL/5074/EXP/ES/2015,-105.2896,-105.2896,20.73859,20.73859,GASOLINERA AG S.A. DE C.V.
4809,PL/6153/EXP/ES/2015,-100.9908,-100.9908,27.42886,27.42886,SERVICIO RIOJAS SA DE CV
4810,PL/5822/EXP/ES/2015,-110.2376,-110.2376,27.40894,27.40894,MANUEL ALEJANDRO VELDERRAIN CASTRO
4811,PL/5751/EXP/ES/2015,-98.30737,-98.30737,19.13269,19.13269,GASOLINERA DE SAN MARTIN S.A. DE C.V.
4812,PL/5084/EXP/ES/2015,-92.91614,-92.91614,17.9989,17.9989,"OPERADORA DE ESTACION DE SERVICIO TABASCO, SADECV"
4813,PL/6156/EXP/ES/2015,-97.48296,-97.48296,25.84845,25.84845,Gasolinas y Lubricantes SA de CV
4814,PL/5466/EXP/ES/2015,-106.0211,-106.0211,28.63172,28.63172,SERVICIO PERISUR DEL REAL S.A. DE C.V
4815,PL/5445/EXP/ES/2015,-112.8462,-112.8462,31.86393,31.86393,Super Servicio Salcido SA de CV
4816,PL/5914/EXP/ES/2015,-98.071,-98.071,25.06602,25.06602,SERVICIO BUENOS AIRES S.A. DE C.V.
4817,PL/5386/EXP/ES/2015,-93.21397,-93.21397,18.24933,18.24933,"GASOLINERA SERVICIO COMALCALCO, S.A. DE C.V."
4818,PL/5625/EXP/ES/2015,-92.45483,-92.45483,16.28447,16.28447,MARIA DEL CARMEN NORIEGA DOMINGUEZ
4819,PL/6162/EXP/ES/2015,-99.83607,-99.83607,19.39249,19.39249,Malsan SA de CV
4820,PL/6078/EXP/ES/2015,-110.3355,-110.3355,24.11844,24.11844,AUTOSERVICIO PALMIRA SA DE CV
4821,PL/5881/EXP/ES/2015,-99.11591,-99.11591,19.45132,19.45132,SERVICIO DELORRE S.A DE C.V
4822,PL/6144/EXP/ES/2015,-99.86556,-99.86556,19.80189,19.80189,Servicio Cupula SA de CV
4823,PL/6186/EXP/ES/2015,-100.2089,-100.2089,25.65467,25.65467,PETRO EXPRESS GPE. SA DE CV
4824,PL/5363/EXP/ES/2015,-98.38596,-98.38596,26.04949,26.04949,PETRO G SA DE CV
4825,PL/5376/EXP/ES/2015,-92.90121,-92.90121,18.03667,18.03667,"SERVICIO LAGUNAS MONTEROS, S.A. DE C.V."
4826,PL/5070/EXP/ES/2015,-116.8818,-116.8818,32.08572,32.08572,NICROC INMOBILIARIA S.A. DE C.V.
4827,PL/5422/EXP/ES/2015,-110.9315,-110.9315,27.93874,27.93874,FLECHA GASOLINERA SA DE CV
4828,PL/5929/EXP/ES/2015,-89.18306,-89.18306,21.09184,21.09184,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)"
4829,PL/5487/EXP/ES/2015,-110.9558,-110.9558,30.62434,30.62434,MARIO FELIX ROBELO
4830,PL/5548/EXP/ES/2015,-101.6725,-101.6725,17.76376,17.76376,GASOLINERA PARADOR STA URSULA S.A. DE C.V.
4831,PL/5856/EXP/ES/2015,-103.2332,-103.2332,20.66344,20.66344,GASOLINERA COYULA SA DE CV
4832,PL/5763/EXP/ES/2015,-96.14593,-96.14593,18.23696,18.23696,LAS GRANJAS S.A. DE C.V.
4833,PL/5805/EXP/ES/2015,-104.8838,-104.8838,21.51484,21.51484,GASOLINERA DEL RIO MOLOLOA S.A. DE C.V.
4834,PL/5125/EXP/ES/2015,-106.3957,-106.3957,31.66778,31.66778,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4835,PL/6030/EXP/ES/2015,-99.2843,-99.2843,19.5493,19.5493,Administradora de Gasolineras Esmegas
4836,PL/5799/EXP/ES/2015,-98.49447,-98.49447,17.91458,17.91458,ENERGETICOS Y SUMINISTROS DE SAN MARTIN SA DE CV
4837,PL/5865/EXP/ES/2015,-115.4003,-115.4003,32.59191,32.59191,SIDRONIO RODRIGUEZ MORA
4838,PL/5637/EXP/ES/2015,-110.9055,-110.9055,29.03014,29.03014,GASERVICIO SANTA CLARA SA DE CV
4839,PL/5922/EXP/ES/2015,-104.9139,-104.9139,27.13791,27.13791,GASOLINERA JV S.A. DE C.V.
4840,PL/5321/EXP/ES/2015,-109.9055,-109.9055,27.69863,27.69863,SERVICIOS Y LUBRICANTES BOULEVARD SA DE CV
4841,PL/5233/EXP/ES/2015,-110.9585,-110.9585,31.30966,31.30966,VAGU LUBRICANTES SA DE CV
4842,PL/5779/EXP/ES/2015,-95.08754,-95.08754,16.54808,16.54808,GASOLINERAS R Y R DE IXTEPEC SA DE CV
4843,PL/5880/EXP/ES/2015,-103.3867,-103.3867,25.62556,25.62556,"SERVICIO SAGA, S.A. DE C.V."
4844,PL/5348/EXP/ES/2015,-110.9303,-110.9303,31.29704,31.29704,"Century Gas, S.A. de C.V."
4845,PL/5415/EXP/ES/2015,-89.1054,-89.1054,21.14186,21.14186,JOSE OSCAR EROSA DENIS
4846,PL/5683/EXP/ES/2015,-99.21012,-99.21012,19.53944,19.53944,SUPER SERVICIO DLT SA DE CV
4847,PL/5797/EXP/ES/2015,-98.2187,-98.2187,18.96612,18.96612,"GASOLINERA PERIFERICO SAN JOSE, SA DE CV"
4848,PL/5480/EXP/ES/2015,-109.6378,-109.6378,26.82416,26.82416,"AUTOSERVICIO HUATABAMPO, S.A. DE C.V."
4849,PL/5792/EXP/ES/2015,-98.2541,-98.2541,18.98092,18.98092,"GASOLINERA CASTILLOTLA, SA DE CV"
4850,PL/5903/EXP/ES/2015,-116.9484,-116.9484,32.48659,32.48659,MAGAM SA DE CV
4851,PL/5431/EXP/ES/2015,-108.3146,-108.3146,25.70409,25.70409,"Servicios Falomir, S.A. de C.V."
4852,PL/5746/EXP/ES/2015,-98.97701,-98.97701,19.82642,19.82642,ROBERTO HENOCH AGUILAR GALINDO
4853,PL/6183/EXP/ES/2015,-98.90289,-98.90289,19.42185,19.42185,Servicio Cupula SA de CV
4854,PL/5312/EXP/ES/2015,-99.09034,-99.09034,19.36667,19.36667,Inmobiliaria Aja Gomez SA de CV
4855,PL/5869/EXP/ES/2015,-105.2185,-105.2185,20.6601,20.6601,CARFLOR S.A. DE C.V.
4856,PL/5282/EXP/ES/2015,-99.28525,-99.28525,19.6139,19.6139,Servicio Paraje SA de CV
4857,PL/5305/EXP/ES/2015,-103.8852,-103.8852,18.9545,18.9545,SUPER SERVICIOS MORENO S.A. DE C.V.
4858,PL/6168/EXP/ES/2015,-99.35984,-99.35984,20.45056,20.45056,ADOLFO TREJO BENITEZ
4859,PL/5248/EXP/ES/2015,-104.432,-104.432,19.13935,19.13935,MULTISERVICIOS COSTA DEL SOL SA DE CV
4860,PL/6179/EXP/ES/2015,-93.14384,-93.14384,17.92683,17.92683,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V."
4861,PL/6139/EXP/ES/2015,-94.10315,-94.10315,17.93467,17.93467,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V."
4862,PL/5595/EXP/ES/2015,-114.7528,-114.7528,32.46679,32.46679,SOL DEL COLORADO S.A. DE C.V.
4863,PL/6054/EXP/ES/2015,-102.8853,-102.8853,21.18877,21.18877,"LIZARDE  Y COMPAÑIA, S.A. DE C.V."
4864,PL/5315/EXP/ES/2015,-96.1533,-96.1533,19.1616,19.1616,"GASOLINERIA LAS PALMAS, S.A. DE C.V."
4865,PL/5154/EXP/ES/2015,-110.9447,-110.9447,29.09803,29.09803,"ESTACION DE SERVICIO EL CAPITAN, S.A. DE C.V."
4866,PL/5795/EXP/ES/2015,-98.21378,-98.21378,18.9905,18.9905,"GASOLINERA GRANJAS SAN ISIDRO, SA DE CV"
4867,PL/5715/EXP/ES/2015,-101.6394,-101.6394,21.12656,21.12656,SERVICIO VALTIERRA
4868,PL/6092/EXP/ES/2015,-113.5338,-113.5338,31.3058,31.3058,"OCTAMAR DE SONORA, S.A. DE C.V."
4869,PL/5591/EXP/ES/2015,-109.9607,-109.9607,27.48324,27.48324,"RAMSA DEL YAQUI, S.A. DE C.V."
4870,PL/5610/EXP/ES/2015,-109.6508,-109.6508,26.98244,26.98244,SERVICIO BACOBAMPO S.A. DE C.V.
4871,PL/5409/EXP/ES/2015,-101.1795,-101.1795,19.69106,19.69106,"GASOLINERA INDEPENDIENTE, S.A. DE C.V."
4872,PL/5100/EXP/ES/2015,-102.5862,-102.5862,19.20808,19.20808,GASOLINERA EXPRESS DE BUENAVISTA S.A DE C.V.
4873,PL/5226/EXP/ES/2015,-107.3802,-107.3802,24.80511,24.80511,"GRUPO CORPORATIVO FEYESAR, SA DE CV"
4874,PL/5563/EXP/ES/2015,-92.93114,-92.93114,18.03544,18.03544,"ENTRADA A NACAJUCA, S.A. DE C.V."
4875,PL/5665/EXP/ES/2015,-103.3756,-103.3756,20.64039,20.64039,"GOMCOVI, SA. DE C.V."
4876,PL/5801/EXP/ES/2015,-101.4494,-101.4494,26.89614,26.89614,SIBA COMBUSTIBLES Y LUBRICANTES SA DE CV
4877,PL/6150/EXP/ES/2015,-110.9693,-110.9693,29.09263,29.09263,EL CHARRO GASOLINERA SA
4878,PL/5732/EXP/ES/2015,-103.2392,-103.2392,20.60085,20.60085,super servicio claudia de guadalajara s.a. de c.v.
4879,PL/6118/EXP/ES/2015,-99.86916,-99.86916,19.80438,19.80438,SUPER SERVICIO ALVAREI SA DE CV
4880,PL/5105/EXP/ES/2015,-103.3732,-103.3732,20.68543,20.68543,GASOLINERA LAS AMERICAS SA
4881,PL/5340/EXP/ES/2015,-108.8203,-108.8203,25.75624,25.75624,"SERVICIO JUAN JOSE RIOS, S.A. DE C.V."
4882,PL/5939/EXP/ES/2015,-107.8861,-107.8861,30.38473,30.38473,"SERVICIO LEYVA, S.A DE C.V."
4883,PL/5778/EXP/ES/2015,-101.244,-101.244,19.65513,19.65513,"KOPLA, S.A. DE C.V"
4884,PL/5515/EXP/ES/2015,-98.16595,-98.16595,19.04406,19.04406,"SERVICIO AMERICA DE PUEBLA, S.A. DE C.V."
4885,PL/5601/EXP/ES/2015,-99.19801,-99.19801,19.48233,19.48233,"SERVICIO GASOLINERO AZCAPOTZALCO, S.A. DE C.V."
4886,PL/6124/EXP/ES/2015,-96.20351,-96.20351,19.07609,19.07609,Astrid Franquicias y Estaciones de Servicio SA. CV
4887,PL/5470/EXP/ES/2015,-99.90294,-99.90294,19.78295,19.78295,"CORPORATIVO AP, S.A. DE C.V."
4888,PL/6193/EXP/ES/2015,-109.9455,-109.9455,27.49426,27.49426,"SERVICIOS AVILA DEL NOROESTE, S.A. DE C.V."
4889,PL/5499/EXP/ES/2015,-99.67176,-99.67176,24.88861,24.88861,"LUBRICANTES HUALAHUISES, S. A. DE C. V."
4890,PL/6072/EXP/ES/2015,-112.1514,-112.1514,30.72461,30.72461,PETRO FUELS ZACATAL SA DE CV
4891,PL/5918/EXP/ES/2015,-106.7121,-106.7121,29.00182,29.00182,COMBUSTIBLES Y REFACCIONES FRIESEN SA DE CV
4892,PL/5907/EXP/ES/2015,-113.5228,-113.5228,31.34281,31.34281,DANILT S DE RL
4893,PL/5111/EXP/ES/2015,-103.4245,-103.4245,20.67984,20.67984,VICTOR MANUEL LOPEZ STOUPIGNAN
4894,PL/6050/EXP/ES/2015,-92.97805,-92.97805,16.3589,16.3589,GASOLINERA EL PARRAL SA DE CV
4895,PL/5507/EXP/ES/2015,-97.755,-97.755,17.82112,17.82112,VICTOR MANUEL CIRIGO ARIAS
4896,PL/5902/EXP/ES/2015,-100.2224,-100.2224,25.65727,25.65727,GASOLINERIA EL PEÑON SA DE CV
4897,PL/6065/EXP/ES/2015,-100.3839,-100.3839,20.5501,20.5501,GASOLINERA RINCON DEL CIMATARIO SA DE CV
4898,PL/5645/EXP/ES/2015,-109.4363,-109.4363,27.08761,27.08761,ALEJANDRO FERNANDO GONZALEZ BREACH
4899,PL/5823/EXP/ES/2015,-107.6501,-107.6501,25.17984,25.17984,EXACTO COMBUSTIBLES SA DE CV
4900,PL/6083/EXP/ES/2015,-100.5627,-100.5627,28.69528,28.69528,SERVICIO OBISPADO S.A DE C.V.
4901,PL/5152/EXP/ES/2015,-101.35,-101.35,20.71359,20.71359,"SUPER SERVICIO SOLIDARIDAD, S.A. DE C.V."
4902,PL/5411/EXP/ES/2015,-100.941,-100.941,22.19488,22.19488,"SERVICIO MONTELONGO, SA DE CV"
4903,PL/5418/EXP/ES/2015,-98.29238,-98.29238,19.07755,19.07755,Gasolinera San Diego Cholula S.A. de C.V.
4904,PL/5373/EXP/ES/2015,-92.96325,-92.96325,17.59091,17.59091,"COMBUSTIBLES Y LUBRICANTES ORO VERDE, S.A. DE C.V."
4905,PL/5628/EXP/ES/2015,-93.29985,-93.29985,18.11217,18.11217,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.
4906,PL/5121/EXP/ES/2015,-106.4361,-106.4361,31.68306,31.68306,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4907,PL/5240/EXP/ES/2015,-97.80363,-97.80363,22.11023,22.11023,SABINO JUAREZ ZALETA
4908,PL/5120/EXP/ES/2015,-106.4472,-106.4472,31.6562,31.6562,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V."
4909,PL/5937/EXP/ES/2015,-96.11992,-96.11992,18.08055,18.08055,SERVICIO MANACAR S.A. DE C.V.
4910,PL/6055/EXP/ES/2015,-94.54648,-94.54648,17.97832,17.97832,MAXI ENERGETICOS DEL SURESTE SA DE CV
4911,PL/6195/EXP/ES/2015,-94.47221,-94.47221,18.14571,18.14571,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V."
