CVE_ENT,CVE_MUN,NOM_MUN,OID_1,CVEGEO,SELECTED,/place/@pl,/place/cre,/place/loc,/place/l_1,/place/l_2,/place/l_3,/place/nam,COUNT,id
14,38,Guachinango,414,14038,1,,,,,,,,0,0
14,48,Jesús María,415,14048,1,73076,PL/1940/EXP/ES/2015,,-613.0016,123.8062,123.8062,SERVICIO CAMARENA SA DE CV,6,12179
14,39,Guadalajara,416,14039,1,1483487,PL/825/EXP/ES/2015,,-15294.4705,3059.0948,3059.0948,"COMBU-EXPRESS, S.A. DE C.V.",148,10024
14,78,San Miguel el Alto,417,14078,1,63238,PL/1808/EXP/ES/2015,,-716.6196,147.2466,147.2466,ESTACION JH SA DE CV,7,9034
14,105,Tototlán,418,14105,1,46046,PL/4350/EXP/ES/2015,,-411.1299,82.2043,82.2043,SERVICIO EL PIMO S.A. DE C.V.,4,11512
14,123,Zapotlán del Rey,419,14123,1,36907,PL/2807/EXP/ES/2015,,-308.7575,61.32,61.32,SERVICIOS BERNALDEZ S.A. DE C.V.,3,12302
14,13,Atotonilco el Alto,420,14013,1,59361,PL/1370/EXP/ES/2015,,-717.6751,143.7706,143.7706,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7,8480
14,6,Ameca,421,14006,1,54318,PL/6871/EXP/ES/2015,,-520.1426,102.6901,102.6901,SERVICIOS ESPECIALIZADOS DEL VALLE DE AMECA SA CV,5,10864
14,44,Ixtlahuacán de los Membrillos,422,14044,1,71025,PL/7601/EXP/ES/2015,,-619.2714,122.4685,122.4685,GASOLINERIA CORONA S.A. DE C.V.,6,11838
14,2,Acatlán de Juárez,423,14002,1,100635,PL/1639/EXP/ES/2015,,-828.679,163.2845,163.2845,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8,12579
14,62,Mixtlán,424,14062,1,15676,PL/13078/EXP/ES/2016,,-104.4094,20.4489,20.4489,MARIANO TOPETE MACEDO,1,15676
14,33,Degollado,425,14033,1,5951,PL/1221/EXP/ES/2015,,-204.2746,40.8833,40.8833,SERVICIO LOS ENCINOS S.A. DE C.V.,2,2976
14,77,San Martín Hidalgo,426,14077,1,31668,PL/3755/EXP/ES/2015,,-415.5727,81.8404,81.8404,GERMAN RAMIREZ ROSAS,4,7917
14,16,Ayotlán,427,14016,1,37544,PL/1490/EXP/ES/2015,,-409.4852,82.1928,82.1928,"SERVICIO D SOTO, S.A. DE C.V.",4,9386
14,45,Ixtlahuacán del Río,428,14045,1,48051,PL/2058/EXP/ES/2015,,-619.1822,125.152,125.152,ORGANIZACION LA LUNA S.A. DE C.V.,6,8009
14,4,Amacueca,429,14004,1,,,,,,,,0,0
14,52,Juchitlán,430,14052,1,7799,PL/7300/EXP/ES/2015,,-104.0982,20.086,20.086,JOSE DE JESUS RUESGA HERNANDEZ,1,7799
14,8,Arandas,431,14008,1,158261,PL/1003/EXP/ES/2015,,-1740.1289,352.1519,352.1519,"GASOLINERA GUADALAJARA, S.A. DE C.V.",17,9309
14,125,San Ignacio Cerro Gordo,432,14125,1,47891,PL/7428/EXP/ES/2015,,-307.6136,62.2714,62.2714,"ENERGETICOS TEPAK, S.A. DE C.V.",3,15964
14,83,Tala,433,14083,1,141603,PL/5177/EXP/ES/2015,,-1140.7174,227.0764,227.0764,ANTONIO FRANCO ARELLANO,11,12873
14,120,Zapopan,434,14120,1,1138329,PL/465/EXP/ES/2015,,-12825.4339,2566.8672,2566.8672,"PETROMAX, S.A. DE C.V.",124,9180
14,70,El Salto,435,14070,1,175443,PL/1339/EXP/ES/2015,,-2065.2168,410.7207,410.7207,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20,8772
14,9,El Arenal,436,14009,1,37131,PL/4501/EXP/ES/2015,,-414.6675,82.9998,82.9998,Simba Express SA de CV,4,9283
14,5,Amatitán,437,14005,1,29434,PL/5820/EXP/ES/2015,,-207.4533,41.6586,41.6586,COMBUSTIBLES MODI SA DE CV,2,14717
14,91,Teocaltiche,438,14091,1,52486,PL/1471/EXP/ES/2015,,-717.8748,150.2314,150.2314,"GASOLINERA ROMO, S.A. DE C.V.",7,7498
14,111,Valle de Guadalupe,439,14111,1,32565,PL/9747/EXP/ES/2015,,-205.183,42.0788,42.0788,"SERVICIO SANTO NIÑO, S.A. DE C.V.",2,16283
14,93,Tepatitlán de Morelos,440,14093,1,353520,PL/1761/EXP/ES/2015,,-3184.8919,645.6956,645.6956,SUPER SERVICIO TEPATITLAN SA DE CV,31,11404
14,35,Encarnación de Díaz,441,14035,1,88084,PL/5514/EXP/ES/2015,,-1022.1177,215.5578,215.5578,MA JORGE HERNANDEZ OROPEZA,10,8808
14,73,San Juan de los Lagos,442,14073,1,97794,PL/1460/EXP/ES/2015,,-1227.7363,255.1653,255.1653,Servicio Malecón San Juan S.A. de C.V.,12,8150
14,53,Lagos de Moreno,443,14053,1,280951,PL/1637/EXP/ES/2015,,-2548.2901,534.7152,534.7152,ESTACIÓN BETULIA S.A. DE C.V.,25,11238
14,109,Unión de San Antonio,444,14109,1,41408,PL/1806/EXP/ES/2015,,-408.1226,84.6023,84.6023,SERVICIO HÚSARES DE LA  UNIÓN SA DE CV,4,10352
14,89,Techaluta de Montenegro,445,14089,1,11488,PL/10097/EXP/ES/2015,,-103.5536,20.0469,20.0469,SERVICIO TECHALUTA SA DE CV,1,11488
14,82,Sayula,446,14082,1,39463,PL/1017/EXP/ES/2015,,-414.305,79.5413,79.5413,"COMBU-EXPRESS, S.A. DE C.V.",4,9866
14,102,Tonaya,447,14102,1,2061,PL/505/EXP/ES/2015,,-103.9754,19.7784,19.7784,"GRUPO OCTANO, S.A. DE C.V.",1,2061
14,86,Tapalpa,448,14086,1,17087,PL/6895/EXP/ES/2015,,-207.4759,39.9081,39.9081,J DONACIANO ZAMORA LOPEZ,2,8544
14,112,Valle de Juárez,449,14112,1,29228,PL/10865/EXP/ES/2015,,-205.9211,39.8777,39.8777,ESTACION DE SERVICIO SIERRA DEL TIGRE S.A. DE C.V.,2,14614
14,68,Villa Purificación,450,14068,1,2867,PL/1242/EXP/ES/2015,,-104.6076,19.7187,19.7187,"COMBU-EXPRESS, S.A. DE C.V.",1,2867
14,54,El Limón,451,14054,1,2589,PL/1363/EXP/ES/2015,,-104.1544,19.813,19.813,Gasolinera El Limon SA de CV,1,2589
14,34,Ejutla,452,14034,1,,,,,,,,0,0
14,14,Atoyac,453,14014,1,,,,,,,,0,0
14,26,Concepción de Buenos Aires,454,14026,1,14086,PL/12050/EXP/ES/2015,,-103.2579,19.9817,19.9817,SALVADOR VALLEJO JIMENEZ,1,14086
14,79,Gómez Farías,455,14079,1,20147,PL/8296/EXP/ES/2015,,-206.9811,39.6273,39.6273,EPITACIO SANTOS CHAVEZ,2,10074
14,110,Unión de Tula,456,14110,1,15550,PL/1750/EXP/ES/2015,,-312.7505,60.0013,60.0013,"GASOLINERA CUATRO ESTRELLAS, S.A. DE C.V.",3,5183
14,37,El Grullo,457,14037,1,14850,PL/504/EXP/ES/2015,,-416.8709,79.2235,79.2235,"GRUPO OCTANO, S.A. DE C.V.",4,3713
14,98,Tlaquepaque,458,14098,1,648787,PL/546/EXP/ES/2015,,-6717.729,1339.0923,1339.0923,"PETROMAX, S.A. DE C.V.",65,9981
14,101,Tonalá,459,14101,1,575756,PL/452/EXP/ES/2015,,-5368.6915,1072.9908,1072.9908,"PETROMAX, S.A. DE C.V.",52,11072
14,51,Juanacatlán,460,14051,1,16127,PL/4444/EXP/ES/2015,,-206.3166,41.0756,41.0756,"GASOLINERA JUANACATLAN, S.A. DE C.V.",2,8064
14,1,Acatic,461,14001,1,52827,PL/2168/EXP/ES/2015,,-514.5475,103.6705,103.6705,"GASOLINERA TRIUNFO, S.A. DE C.V.",5,10565
14,124,Zapotlanejo,462,14124,1,131870,PL/1980/EXP/ES/2015,,-1339.7774,267.9174,267.9174,ESTACION DE SERVICIO LA ARENA SA DE CV,13,10144
14,97,Tlajomulco de Zúñiga,463,14097,1,707704,PL/512/EXP/ES/2015,,-7444.9184,1476.4907,1476.4907,"PETROMAX, S.A. DE C.V.",72,9829
14,57,La Manzanilla de la Paz,464,14057,1,9871,PL/8551/EXP/ES/2015,,-103.151,20.0067,20.0067,GASOLINERA LA MANZANILLA S.A. DE C.V.,1,9871
14,59,Mazamitla,465,14059,1,13276,PL/1755/EXP/ES/2015,,-206.0577,39.8536,39.8536,DISTRIBUIDORA DE COMBUSTIBLES MAZATL S.A. DE C.V.,2,6638
14,96,Tizapán el Alto,466,14096,1,13325,PL/12563/EXP/ES/2015,,-103.0498,20.1626,20.1626,NOGALES ENERGETICOS S.A. DE C.V.,1,13325
14,92,Teocuitatlán de Corona,467,14092,1,12446,PL/12558/EXP/ES/2015,,-103.3808,20.0905,20.0905,"GASOLINERA SAHAGUN, S.A. DE C.V.",1,12446
14,32,Chiquilistlán,468,14032,1,13365,PL/11288/EXP/ES/2015,,-103.8655,20.0815,20.0815,COMBUSTIBLES CHAVEZ SA DE CV,1,13365
14,107,Tuxcueca,469,14107,1,19924,PL/8393/EXP/ES/2015,,-206.4992,40.3523,40.3523,"Grupo Adyehila y Asociados, .S.A. de C.V.",2,9962
14,88,Tecolotlán,470,14088,1,21670,PL/1697/EXP/ES/2015,,-311.9739,60.6748,60.6748,ORGANIZACION LA LUNA S.A. DE C.V.,3,7223
14,17,Ayutla,471,14017,1,7446,PL/3950/EXP/ES/2015,,-104.3363,20.119,20.119,DISTRIBUIDORA DE ACEITES Y COMBUSTIBLES DE AYUTLA,1,7446
14,100,Tomatlán,472,14100,1,28586,PL/2750/EXP/ES/2015,,-421.2167,79.8011,79.8011,"SERVICIO PARAISO ALEGRE, S.A. DE C.V.",4,7147
14,90,Tenamaxtlán,473,14090,1,4191,PL/2531/EXP/ES/2015,,-104.1708,20.2245,20.2245,Gasolinera Tenamaxtlan SA de CV,1,4191
14,20,Cabo Corrientes,474,14020,1,10619,PL/9368/EXP/ES/2015,,-105.3178,20.3161,20.3161,GRUPO GASOLINERO SAMARA SA DE CV,1,10619
14,18,La Barca,475,14018,1,88172,PL/1491/EXP/ES/2015,,-1127.7617,223.5606,223.5606,"GASOLINERA MORENO ROJAS, S.A. DE C.V.",11,8016
14,10,Atemajac de Brizuela,476,14010,1,10479,PL/9568/EXP/ES/2015,,-103.7236,20.1254,20.1254,ATEMAJAC GASOLINERA Y LUBRICANTES SA DE CV,1,10479
14,24,Cocula,477,14024,1,28040,PL/1107/EXP/ES/2015,,-415.1967,81.5693,81.5693,ORGANIZACION LA LUNA S.A. DE C.V.,4,7010
14,114,Villa Corona,478,14114,1,41197,PL/2430/EXP/ES/2015,,-414.6807,81.6221,81.6221,GASOPOLIS SA DE CV,4,10299
14,12,Atenguillo,479,14012,1,11720,PL/10306/EXP/ES/2015,,-104.5396,20.3232,20.3232,"SERVICIO LAS CHIQUILLAS S.A. DE C.V,",1,11720
14,119,Zacoalco de Torres,480,14119,1,27549,PL/11399/EXP/ES/2015,,-207.1811,40.5139,40.5139,"SERVICIO REYNOSO MADRIGAL, S.A. DE C.V.",2,13775
14,11,Atengo,481,14011,1,2680,PL/1400/EXP/ES/2015,,-104.2355,20.2683,20.2683,Gasolinera Atengo SA de CV,1,2680
14,28,Cuautla,482,14028,1,,,,,,,,0,0
14,58,Mascota,483,14058,1,27673,PL/5092/EXP/ES/2015,,-314.341,61.5569,61.5569,SERVICIO MASCOTA S.A. DE C.V,3,9224
14,84,Talpa de Allende,484,14084,1,8694,PL/7606/EXP/ES/2015,,-104.822,20.3901,20.3901,SERVICIO TALPA S.A. DE C.V.,1,8694
14,30,Chapala,485,14030,1,113683,PL/6603/EXP/ES/2015,,-1032.3014,203.0657,203.0657,MARIA DEL CARMEN HERNANDEZ RUIZ,10,11368
14,50,Jocotepec,486,14050,1,87320,PL/1924/EXP/ES/2015,,-930.725,182.5915,182.5915,SERVICIO CARRETERO JOCOTEPEC SA DE CV,9,9702
14,66,Poncitlán,487,14066,1,87954,PL/386/EXP/ES/2015,,-823.1498,162.7415,162.7415,"COMBU-EXPRESS, S.A. DE C.V.",8,10994
14,63,Ocotlán,488,14063,1,102832,PL/5807/EXP/ES/2015,,-822.0566,162.8259,162.8259,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8,12854
14,47,Jamay,489,14047,1,59348,PL/1732/EXP/ES/2015,,-513.4025,101.4654,101.4654,CEFEVIG S.A. DE C.V.,5,11870
14,113,San Gabriel,490,14113,1,25193,PL/8602/EXP/ES/2015,,-207.5692,39.4267,39.4267,SERVICIO LLANO EN LLAMAS SA DE CV,2,12597
14,121,Zapotiltic,491,14121,1,31625,PL/1010/EXP/ES/2015,,-517.1166,98.1762,98.1762,"COMBU-EXPRESS, S.A. DE C.V.",5,6325
14,15,Autlán de Navarro,492,14015,1,50958,PL/1340/EXP/ES/2015,,-730.324,138.4427,138.4427,"GASOLINERA LUPITA, SA DE CV",7,7280
14,106,Tuxcacuesco,493,14106,1,9796,PL/8609/EXP/ES/2015,,-103.987,19.7015,19.7015,SERVICIO LLANO EN LLAMAS SA DE CV,1,9796
14,23,Zapotlán el Grande,494,14023,1,59927,PL/1260/EXP/ES/2015,,-1034.7289,196.975,196.975,"COMBU-EXPRESS, S.A. DE C.V.",10,5993
14,69,Quitupan,495,14069,1,,,,,,,,0,0
14,65,Pihuamo,496,14065,1,36949,PL/12877/EXP/ES/2015,,-206.8441,38.465,38.465,BARDOMIANO MENDOZA AMEZOLA,2,18475
14,22,Cihuatlán,497,14022,1,71824,PL/2881/EXP/ES/2015,,-627.8806,115.3596,115.3596,"COMBU-EXPRESS, S.A. DE C.V.",6,11971
14,122,Zapotitlán de Vadillo,498,14122,1,10624,PL/9259/EXP/ES/2015,,-103.804,19.5549,19.5549,GRUPO GAEXPO SA DE CV,1,10624
14,103,Tonila,499,14103,1,30151,PL/7207/EXP/ES/2015,,-207.0872,38.8133,38.8133,SERVICIO TONILA SA DE CV,2,15076
14,108,Tuxpan,500,14108,1,39079,PL/1994/EXP/ES/2015,,-413.7961,78.1007,78.1007,SUPER SEVICIO TUXPAN SA DE CV,4,9770
14,87,Tecalitlán,501,14087,1,7524,PL/6625/EXP/ES/2015,,-103.3022,19.4788,19.4788,GASOLINERIA TECALITLAN S.A. DE C.V.,1,7524
14,56,Santa María del Oro,502,14056,1,,,,,,,,0,0
14,21,Casimiro Castillo,503,14021,1,20880,PL/1244/EXP/ES/2015,,-417.9229,78.3412,78.3412,"COMBU-EXPRESS, S.A. DE C.V.",4,5220
14,27,Cuautitlán de García Barragán,504,14027,1,15691,PL/13096/EXP/ES/2016,,-104.3658,19.4514,19.4514,ELOISA CAMBEROS ARAIZA,1,15691
14,85,Tamazula de Gordiano,505,14085,1,91451,PL/1943/EXP/ES/2015,,-619.6247,118.1506,118.1506,SERVICIO MENDEZ IBAÑEZ SA DE CV,6,15242
14,49,Jilotlán de los Dolores,506,14049,1,22433,PL/7177/EXP/ES/2015,,-205.6871,38.5826,38.5826,Servicio jilotlan S.A. de C.V.,2,11217
14,99,Tolimán,507,14099,1,9484,PL/8607/EXP/ES/2015,,-103.91,19.6389,19.6389,SERVICIO LLANO EN LLAMAS SA DE CV,1,9484
16,108,Zamora,508,16108,1,191986,PL/2096/EXP/ES/2015,,-1738.7691,340.0034,340.0034,ESTACION DE SERVICIO GRUPO CARPE SA DE CV,17,11293
16,85,Tangancícuaro,509,16085,1,52699,PL/5980/EXP/ES/2015,,-511.0823,99.3982,99.3982,"SERVICIO VIGAR, S.A. DE C.V.",5,10540
16,52,Lázaro Cárdenas,510,16052,1,398816,PL/5546/EXP/ES/2015,,-2658.3312,467.5729,467.5729,GASOLINERA ENTRONQUE LAS PALMAS S.A. DE C.V.,26,15339
16,8,Aquila,511,16008,1,11510,PL/10168/EXP/ES/2015,,-103.5889,18.5273,18.5273,Lubricantes y Combustibles de la Costa SA de CV,1,11510
16,10,Arteaga,512,16010,1,3601,PL/1687/EXP/ES/2015,,-102.2919,18.3658,18.3658,"SANALIN, S.A. DE C.V.",1,3601
16,96,Tumbiscatío,513,16096,1,10169,PL/8957/EXP/ES/2015,,-102.3712,18.5223,18.5223,GONBRIZ SA DE CV,1,10169
16,77,San Lucas,514,16077,1,76416,PL/7771/EXP/ES/2015,,-503.4292,92.0699,92.0699,"GASOLINERIA SAN LUCAS , S.A. DE C.V.",5,15283
16,14,Coahuayana,515,16014,1,30599,PL/7466/EXP/ES/2015,,-207.3461,37.3705,37.3705,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",2,15300
16,38,Huetamo,516,16038,1,102979,PL/8043/EXP/ES/2015,,-706.7607,130.267,130.267,ESTACION DE SERVICIO LA PRINCESA SA DE CV,7,14711
16,29,Churumuco,517,16029,1,9526,PL/8479/EXP/ES/2015,,-101.6576,18.6642,18.6642,GABINO BARRERA ESTRADA,1,9526
16,26,Chinicuila,518,16026,1,,,,,,,,0,0
16,15,Coalcomán de Vázquez Pallares,519,16015,1,40414,PL/5160/EXP/ES/2015,,-309.5049,56.3352,56.3352,Servicio Chinistila S de RL de CV,3,13471
16,2,Aguililla,520,16002,1,7607,PL/6760/EXP/ES/2015,,-102.696,19.0067,19.0067,"GASOLINERA EL LIMONCITO, S.A. DE C.V.",1,7607
16,35,La Huacana,521,16035,1,40163,PL/10915/EXP/ES/2015,,-305.5966,56.7957,56.7957,VICENTE NAVA BECERRIL,3,13388
16,55,Múgica,522,16055,1,92724,PL/2801/EXP/ES/2015,,-714.6818,133.0283,133.0283,LAPAROTA GASOLINERA SA DE CV,7,13246
16,97,Turicato,523,16097,1,36532,PL/7369/EXP/ES/2015,,-203.0018,38.1225,38.1225,SERVICIO GASOLINERO DEL ANGEL S.A. DE C.V.,2,18266
16,13,Carácuaro,524,16013,1,,,,,,,,0,0
16,89,Tepalcatepec,525,16089,1,84813,PL/3517/EXP/ES/2015,,-617.0979,115.0435,115.0435,KIARA EDITH BETANCOURT MORENO,6,14136
16,6,Apatzingán,526,16006,1,197266,PL/1762/EXP/ES/2015,,-1842.5825,343.5236,343.5236,SERVICE EXPRESS VALMONT S.A. DE C.V.,18,10959
16,64,Parácuaro,527,16064,1,29209,PL/7758/EXP/ES/2015,,-306.694,57.1558,57.1558,MARIA LUISA NUÑEZ GONZALEZ,3,9736
16,57,Nocupétaro,528,16057,1,5007,PL/5947/EXP/ES/2015,,-101.1295,19.0317,19.0317,SERVICIO LAS ESMERALDAS S.A. DE C.V.,1,5007
16,59,Nuevo Urecho,529,16059,1,41562,PL/8338/EXP/ES/2015,,-305.6746,57.6589,57.6589,SILVINO IBARRA MORA,3,13854
16,33,Gabriel Zamora,530,16033,1,44825,PL/9270/EXP/ES/2015,,-306.0372,57.531,57.531,GIOVANNI MEREDITH MEZA VIRRUETA,3,14942
16,9,Ario,531,16009,1,56819,PL/7164/EXP/ES/2015,,-406.7814,76.9374,76.9374,CAROLINA DIAZ MAGALLON,4,14205
16,81,Susupuato,532,16081,1,,,,,,,,0,0
16,92,Tiquicheo de Nicolás Romero,533,16092,1,32793,PL/5552/EXP/ES/2015,,-201.4937,37.9208,37.9208,"ESTACION DE SERVICIOS EL TEMAZCAL, SA DE CV",2,16397
16,46,Juárez,534,16046,1,24836,PL/10272/EXP/ES/2015,,-200.8647,38.6077,38.6077,RAQUEL MORALES RICO,2,12418
16,87,Taretan,535,16087,1,40684,PL/5290/EXP/ES/2015,,-305.7249,57.9923,57.9923,GASOLINERA SERVICIO MANUEL GONZALEZ MARTINEZ SA CV,3,13561
16,12,Buenavista,536,16012,1,217517,PL/5222/EXP/ES/2015,,-1333.9467,249.3412,249.3412,ALMARAIL S.A. DE C.V.,13,16732
16,82,Tacámbaro,537,16082,1,105251,PL/4368/EXP/ES/2015,,-811.8227,153.6435,153.6435,"GASOLINERA EXPRESS DE TECARIO, S.A. DE C.V.",8,13156
16,99,Tuzantla,538,16099,1,8320,PL/6536/EXP/ES/2015,,-100.5699,19.2118,19.2118,"KOPLA, S.A. DE C.V",1,8320
16,79,Salvador Escalante,539,16079,1,38897,PL/10143/EXP/ES/2015,,-304.8767,58.2375,58.2375,GABRIELA ANDREA FARFAN VELAZQUEZ,3,12966
16,111,Ziracuaretiro,540,16111,1,8153,PL/6986/EXP/ES/2015,,-101.9284,19.4165,19.4165,"GASOLINERA ZIRACUA, S.A. DE C.V.",1,8153
16,58,Nuevo Parangaricutiro,541,16058,1,20082,PL/4779/EXP/ES/2015,,-204.2355,38.8262,38.8262,GASOLINERA PARAISO S.A. DE C.V.,2,10041
16,83,Tancítaro,542,16083,1,40705,PL/2747/EXP/ES/2015,,-511.8085,96.5936,96.5936,GASOLINERA TANCITARO S.A. DE C.V.,5,8141
16,47,Jungapeo,543,16047,1,20099,PL/3423/EXP/ES/2015,,-200.9313,38.9602,38.9602,GRUPO GASOLINERO GILCO S.A. DE C.V.,2,10050
16,49,Madero,544,16049,1,20452,PL/4606/EXP/ES/2015,,-202.5771,38.7827,38.7827,"ESTACION DE SERVICIO LA CAPICHOLA, SA DE CV",2,10226
16,1,Acuitzio,545,16001,1,8355,PL/6668/EXP/ES/2015,,-101.3395,19.4996,19.4996,HUACHERR SA DE CV,1,8355
16,112,Zitácuaro,546,16112,1,225305,PL/5455/EXP/ES/2015,,-1404.7893,272.2772,272.2772,"CORPORATIVO AP, S.A. DE C.V.",14,16093
16,39,Huiramba,547,16039,1,10456,PL/9779/EXP/ES/2015,,-101.4705,19.5345,19.5345,RAFAEL HERRERA BARRIGA,1,10456
16,66,Pátzcuaro,548,16066,1,106611,PL/1157/EXP/ES/2015,,-1117.7734,214.7317,214.7317,SERVICIO MORELIA SA DE CV,11,9692
16,68,Peribán,549,16068,1,191180,PL/11274/EXP/ES/2015,,-819.4421,156.3119,156.3119,"MULTISERVICIO EXPRESS DE PERIBAN, S.A. DE C.V.",8,23898
16,90,Tingambato,550,16090,1,38627,PL/3141/EXP/ES/2015,,-203.7124,39.0026,39.0026,SUPER SERVICIO LA ZIRANDA SA DE CV,2,19314
16,102,Uruapan,551,16102,1,373703,PL/2009/EXP/ES/2015,,-3571.9736,679.764,679.764,"SUECU, SA DE CV",35,10677
16,48,Lagunillas,552,16048,1,10746,PL/9759/EXP/ES/2015,,-101.4222,19.5572,19.5572,JOSE CARMEN ARIEL BARRIGA VILLAGOMEZ,1,10746
16,61,Ocampo,553,16061,1,12852,PL/10734/EXP/ES/2015,,-100.3531,19.558,19.558,AMANDA BERENICE ARRIAGA COLIN,1,12852
16,98,Tuxpan,554,16098,1,45030,PL/3418/EXP/ES/2015,,-301.404,58.6931,58.6931,GRUPO GASOLINERO GILCO S.A. DE C.V.,3,15010
16,100,Tzintzuntzan,555,16100,1,22026,PL/9344/EXP/ES/2015,,-203.0393,39.2631,39.2631,Combustibles Aceites y Derivados S.A. de C.V.,2,11013
16,101,Tzitzio,556,16101,1,7662,PL/6348/EXP/ES/2015,,-100.9025,19.4317,19.4317,ESTACION DE SERVICIO TAFETAN MICH S.A. DE C.V.,1,7662
16,5,Angangueo,557,16005,1,8298,PL/6502/EXP/ES/2015,,-100.3034,19.6113,19.6113,"KOPLA, S.A. DE C.V",1,8298
16,7,Aporo,558,16007,1,,,,,,,,0,0
16,32,Erongarícuaro,559,16032,1,14083,PL/12048/EXP/ES/2015,,-101.7211,19.58,19.58,JOSE LUIS MAGAÑA GOMEZ,1,14083
16,65,Paracho,560,16065,1,13719,PL/3665/EXP/ES/2015,,-204.0865,39.2993,39.2993,SERVICIO AMBAKITI S DE R.L. DE C.V.,2,6860
16,56,Nahuatzen,561,16056,1,3458,PL/1656/EXP/ES/2015,,-101.9268,19.6557,19.6557,SERVICIONAHUATZEN S.A. DE C.V.,1,3458
16,73,Quiroga,562,16073,1,53074,PL/10285/EXP/ES/2015,,-304.557,58.9772,58.9772,LUIS EDUARDO SORIA GONZALEZ,3,17691
16,41,Irimbo,563,16041,1,25399,PL/10257/EXP/ES/2015,,-200.9336,39.4139,39.4139,JOSE JAIME LOPEZ MERLOS,2,12700
16,22,Charo,564,16022,1,31307,PL/1920/EXP/ES/2015,,-202.1359,39.4309,39.4309,SERVICO CHARO SA DE CV,2,15654
16,24,Cherán,565,16024,1,7957,PL/2452/EXP/ES/2015,,-203.8965,39.3429,39.3429,SERVICIO JACINTO CEJA VELAZQUEZ S.A. DE C.V.,2,3979
16,75,Los Reyes,566,16075,1,40218,PL/5362/EXP/ES/2015,,-307.4333,58.7821,58.7821,VICTORIA MENDOZA BARRAGAN,3,13406
16,21,Charapan,567,16021,1,,,,,,,,0,0
16,80,Senguio,568,16080,1,14220,PL/12676/EXP/ES/2015,,-100.3571,19.7381,19.7381,MARIA DOLORES BELTRAN PONCE,1,14220
16,72,Queréndaro,569,16072,1,2539,PL/415/EXP/ES/2015,,-100.8826,19.8076,19.8076,"GRUPO OCTANO, S.A. DE C.V.",1,2539
16,95,Tocumbo,570,16095,1,53886,PL/7780/EXP/ES/2015,,-512.4742,98.2719,98.2719,SERVICIO DEL CENTRO TOCUMBO SA DE CV,5,10777
16,53,Morelia,571,16053,1,751913,PL/400/EXP/ES/2015,,-7893.9295,1536.1564,1536.1564,"GRUPO OCTANO, S.A. DE C.V.",78,9640
16,93,Tlalpujahua,572,16093,1,25443,PL/10141/EXP/ES/2015,,-200.4236,39.5572,39.5572,ANA MARIA VALENZUELA MERCADO,2,12722
16,34,Hidalgo,573,16034,1,225069,PL/1822/EXP/ES/2015,,-1709.9989,334.4258,334.4258,"SUPERSERVICIO DEL VALLE DEL ORIENTE, S.A. DE C.V.",17,13239
16,40,Indaparapeo,574,16040,1,28385,PL/405/EXP/ES/2015,,-201.9625,39.5763,39.5763,"GRUPO OCTANO, S.A. DE C.V.",2,14193
16,88,Tarímbaro,575,16088,1,96605,PL/414/EXP/ES/2015,,-1011.4001,197.945,197.945,"GRUPO OCTANO, S.A. DE C.V.",10,9661
16,91,Tingüindín,576,16091,1,41025,PL/12834/EXP/ES/2015,,-204.9682,39.4759,39.4759,MARIA DOLORES MILANES SERRANO,2,20513
16,19,Cotija,577,16019,1,11606,PL/10235/EXP/ES/2015,,-102.6878,19.8056,19.8056,GASOLINERA COTIJA SA DE CV,1,11606
16,25,Chilchota,578,16025,1,14473,PL/1907/EXP/ES/2015,,-204.1483,39.7007,39.7007,SERVICIO SOLCER SA DE CV,2,7237
16,16,Coeneo,579,16016,1,53722,PL/10371/EXP/ES/2015,,-304.8684,59.448,59.448,ALBINO ESPINOZA PEREZ,3,17907
16,110,Zinapécuaro,580,16110,1,71691,PL/497/EXP/ES/2015,,-907.3118,178.8571,178.8571,"GRUPO OCTANO, S.A. DE C.V.",9,7966
16,37,Huaniqueo,581,16037,1,10175,PL/9013/EXP/ES/2015,,-101.5083,19.887,19.887,"SUPER SERVICIO HUANIQUEO, S.A. DE C.V.",1,10175
16,3,Álvaro Obregón,582,16003,1,2288,PL/411/EXP/ES/2015,,-101.0389,19.8288,19.8288,"GRUPO OCTANO, S.A. DE C.V.",1,2288
16,27,Chucándiro,583,16027,1,,,,,,,,0,0
16,18,Copándaro,584,16018,1,50979,PL/21449/EXP/ES/2018,,-202.4109,39.7804,39.7804,MULTISERVICIOS KUPANDA S.A. DE C.V.,2,25490
16,44,Jiménez,585,16044,1,33453,PL/3313/EXP/ES/2015,,-203.5127,39.8189,39.8189,MARIA MARTHA ARROYO DE LEON,2,16727
16,70,Purépero,586,16070,1,14875,PL/1908/EXP/ES/2015,,-204.017,39.8287,39.8287,SERVICIO SOLCER SA DE CV,2,7438
16,107,Zacapu,587,16107,1,46389,PL/1927/EXP/ES/2015,,-508.9319,99.0955,99.0955,ESTACION DE SERVICIO ESMERALDA S.A. DE C.V.,5,9278
